Species1,Species3,Match.type
Amazona violacea,NA ,Extinct
Amazona viridigenalis,Amazona viridigenalis,1BL to 1BT
Amazona vittata,Amazona vittata,1BL to 1BT
Amazona xantholora,Amazona xantholora,1BL to 1BT
Amazonetta brasiliensis,Amazonetta brasiliensis,1BL to 1BT
Amblycercus holosericeus,Amblycercus holosericeus,1BL to 1BT
Amblyornis flavifrons,Amblyornis flavifrons,1BL to 1BT
Amblyornis inornata,Amblyornis inornata,1BL to 1BT
Amblyornis macgregoriae,Amblyornis macgregoriae,1BL to 1BT
Amblyornis subalaris,Amblyornis subalaris,1BL to 1BT
Amblyospiza albifrons,Amblyospiza albifrons,1BL to 1BT
Amblyramphus holosericeus,Amblyramphus holosericeus,1BL to 1BT
Ammodramus aurifrons,Ammodramus aurifrons,1BL to 1BT
Ammodramus humeralis,Ammodramus humeralis,1BL to 1BT
Ammodramus savannarum,Ammodramus savannarum,1BL to 1BT
Ammomanes cinctura,Ammomanes cinctura,1BL to 1BT
Ammomanes deserti,Ammomanes deserti,1BL to 1BT
Ammomanes phoenicura,Ammomanes phoenicura,1BL to 1BT
Ammomanopsis grayi,Ammomanes grayi,1BL to 1BT
Ammonastes pelzelni,Myrmeciza pelzelni,1BL to 1BT
Ammoperdix griseogularis,Ammoperdix griseogularis,1BL to 1BT
Ammoperdix heyi,Ammoperdix heyi,1BL to 1BT
Ammospiza caudacuta,Ammodramus caudacutus,1BL to 1BT
Ammospiza leconteii,Ammodramus leconteii,1BL to 1BT
Ammospiza maritima,Ammodramus maritimus,1BL to 1BT
Ammospiza nelsoni,Ammodramus nelsoni,1BL to 1BT
Ampeliceps coronatus,Ampeliceps coronatus,1BL to 1BT
Ampelioides tschudii,Ampelioides tschudii,1BL to 1BT
Ampelion rubrocristatus,Ampelion rubrocristatus,1BL to 1BT
Ampelion rufaxilla,Ampelion rufaxilla,1BL to 1BT
Ampelornis griseiceps,Myrmeciza griseiceps,1BL to 1BT
Amphilais seebohmi,Amphilais seebohmi,1BL to 1BT
Amphispiza bilineata,Amphispiza bilineata,1BL to 1BT
Amphispiza quinquestriata,Aimophila quinquestriata,1BL to 1BT
Amytornis ballarae,Amytornis ballarae,1BL to 1BT
Amytornis barbatus,Amytornis barbatus,1BL to 1BT
Amytornis dorotheae,Amytornis dorotheae,1BL to 1BT
Amytornis goyderi,Amytornis goyderi,1BL to 1BT
Amytornis housei,Amytornis housei,1BL to 1BT
Amytornis merrotsyi,Amytornis merrotsyi,1BL to 1BT
Amytornis modestus,Amytornis textilis,Many BL to 1BT
Amytornis purnelli,Amytornis purnelli,1BL to 1BT
Amytornis striatus,Amytornis striatus,1BL to 1BT
Amytornis textilis,Amytornis textilis,Many BL to 1BT
Amytornis woodwardi,Amytornis woodwardi,1BL to 1BT
Anabacerthia amaurotis,Anabacerthia amaurotis,1BL to 1BT
Anabacerthia lichtensteini,Philydor lichtensteini,1BL to 1BT
Anabacerthia ruficaudata,Philydor ruficaudatum,1BL to 1BT
Anabacerthia striaticollis,Anabacerthia striaticollis,1BL to 1BT
Anabacerthia variegaticeps,Anabacerthia variegaticeps,1BL to 1BT
Anabathmis hartlaubii,Nectarinia hartlaubii,1BL to 1BT
Anabathmis newtonii,Nectarinia newtonii,1BL to 1BT
Anabathmis reichenbachii,Nectarinia reichenbachii,1BL to 1BT
Anabazenops dorsalis,Anabazenops dorsalis,1BL to 1BT
Anabazenops fuscus,Anabazenops fuscus,1BL to 1BT
Anairetes alpinus,Anairetes alpinus,1BL to 1BT
Anairetes fernandezianus,Anairetes fernandezianus,1BL to 1BT
Anairetes flavirostris,Anairetes flavirostris,1BL to 1BT
Anairetes nigrocristatus,Anairetes nigrocristatus,1BL to 1BT
Anairetes parulus,Anairetes parulus,1BL to 1BT
Anairetes reguloides,Anairetes reguloides,1BL to 1BT
Anaplectes jubaensis,Anaplectes rubriceps,Many BL to 1BT
Anaplectes leuconotos,Anaplectes rubriceps,Many BL to 1BT
Anaplectes rubriceps,Anaplectes rubriceps,Many BL to 1BT
Anarhynchus frontalis,Anarhynchus frontalis,1BL to 1BT
Anas acuta,Anas acuta,1BL to 1BT
Anas albogularis,Anas gibberifrons,Many BL to 1BT
Anas andium,Anas andium,1BL to 1BT
Anas aucklandica,Anas aucklandica,1BL to 1BT
Anas bahamensis,Anas bahamensis,1BL to 1BT
Anas bernieri,Anas bernieri,1BL to 1BT
Anas capensis,Anas capensis,1BL to 1BT
Anas carolinensis,Anas crecca,Many BL to 1BT
Anas castanea,Anas castanea,1BL to 1BT
Anas chlorotis,Anas chlorotis,1BL to 1BT
Anas crecca,Anas crecca,Many BL to 1BT
Anas eatoni,Anas eatoni,1BL to 1BT
Anas erythrorhyncha,Anas erythrorhyncha,1BL to 1BT
Anas flavirostris,Anas flavirostris,1BL to 1BT
Anas fulvigula,Anas fulvigula,1BL to 1BT
Anas georgica,Anas georgica,1BL to 1BT
Anas gibberifrons,Anas gibberifrons,Many BL to 1BT
Anas gracilis,Anas gracilis,1BL to 1BT
Anas laysanensis,Anas laysanensis,1BL to 1BT
Anas luzonica,Anas luzonica,1BL to 1BT
Anas marecula,NA ,Extinct
Anas melleri,Anas melleri,1BL to 1BT
Anas nesiotis,Anas nesiotis,1BL to 1BT
Anas platyrhynchos,Anas platyrhynchos,1BL to 1BT
Anas poecilorhyncha,Anas poecilorhyncha,Many BL to 1BT
Anas rubripes,Anas rubripes,1BL to 1BT
Anas sparsa,Anas sparsa,1BL to 1BT
Anas superciliosa,Anas superciliosa,1BL to 1BT
Anas theodori,NA ,Extinct
Anas undulata,Anas undulata,1BL to 1BT
Anas wyvilliana,Anas wyvilliana,1BL to 1BT
Anas zonorhyncha,Anas poecilorhyncha,Many BL to 1BT
Anastomus lamelligerus,Anastomus lamelligerus,1BL to 1BT
Anastomus oscitans,Anastomus oscitans,1BL to 1BT
Ancistrops strigilatus,Ancistrops strigilatus,1BL to 1BT
Andigena cucullata,Andigena cucullata,1BL to 1BT
Andigena hypoglauca,Andigena hypoglauca,1BL to 1BT
Andigena laminirostris,Andigena laminirostris,1BL to 1BT
Andigena nigrirostris,Andigena nigrirostris,1BL to 1BT
Androdon aequatorialis,Androdon aequatorialis,1BL to 1BT
Andropadus importunus,Andropadus importunus,1BL to 1BT
Androphobus viridis,Androphobus viridis,1BL to 1BT
Anhima cornuta,Anhima cornuta,1BL to 1BT
Anhinga anhinga,Anhinga anhinga,1BL to 1BT
Anhinga melanogaster,Anhinga melanogaster,1BL to 1BT
Anhinga novaehollandiae,Anhinga novaehollandiae,1BL to 1BT
Anhinga rufa,Anhinga rufa,1BL to 1BT
Anisognathus flavinucha,Anisognathus somptuosus,Many BL to 1BT
Anisognathus igniventris,Anisognathus igniventris,Many BL to 1BT
Anisognathus lacrymosus,Anisognathus lacrymosus,1BL to 1BT
Anisognathus lunulatus,Anisognathus igniventris,Many BL to 1BT
Anisognathus melanogenys,Anisognathus melanogenys,1BL to 1BT
Anisognathus notabilis,Anisognathus notabilis,1BL to 1BT
Anisognathus somptuosus,Anisognathus somptuosus,Many BL to 1BT
Anodorhynchus glaucus,NA ,Extinct
Anodorhynchus hyacinthinus,Anodorhynchus hyacinthinus,1BL to 1BT
Anodorhynchus leari,Anodorhynchus leari,1BL to 1BT
Anomalospiza imberbis,Anomalospiza imberbis,1BL to 1BT
Anopetia gounellei,Anopetia gounellei,1BL to 1BT
Anorrhinus austeni,Anorrhinus austeni,1BL to 1BT
Anorrhinus galeritus,Anorrhinus galeritus,1BL to 1BT
Anorrhinus tickelli,Anorrhinus tickelli,1BL to 1BT
Anous albivittus,Procelsterna albivitta,1BL to 1BT
Anous ceruleus,Procelsterna cerulea,1BL to 1BT
Anous minutus,Anous minutus,1BL to 1BT
Anous stolidus,Anous stolidus,1BL to 1BT
Anous tenuirostris,Anous tenuirostris,1BL to 1BT
Anser albifrons,Anser albifrons,1BL to 1BT
Anser anser,Anser anser,1BL to 1BT
Anser brachyrhynchus,Anser brachyrhynchus,1BL to 1BT
Anser caerulescens,Chen caerulescens,1BL to 1BT
Anser canagicus,Chen canagica,1BL to 1BT
Anser cygnoid,Anser cygnoides,1BL to 1BT
Anser erythropus,Anser erythropus,1BL to 1BT
Anser fabalis,Anser fabalis,1BL to 1BT
Anser indicus,Anser indicus,1BL to 1BT
Anser rossii,Chen rossii,1BL to 1BT
Anseranas semipalmata,Anseranas semipalmata,1BL to 1BT
Anthipes monileger,Ficedula monileger,1BL to 1BT
Anthipes solitaris,Ficedula solitaris,1BL to 1BT
Anthobaphes violacea,Nectarinia violacea,1BL to 1BT
Anthocephala berlepschi,Anthocephala floriceps,Many BL to 1BT
Anthocephala floriceps,Anthocephala floriceps,Many BL to 1BT
Anthochaera carunculata,Anthochaera carunculata,1BL to 1BT
Anthochaera chrysoptera,Anthochaera chrysoptera,1BL to 1BT
Anthochaera lunulata,Anthochaera lunulata,1BL to 1BT
Anthochaera paradoxa,Anthochaera paradoxa,1BL to 1BT
Anthochaera phrygia,Xanthomyza phrygia,1BL to 1BT
Anthornis melanocephala,NA ,Extinct
Anthornis melanura,Anthornis melanura,1BL to 1BT
Anthoscopus caroli,Anthoscopus caroli,Many BL to 1BT
Anthoscopus flavifrons,Anthoscopus flavifrons,1BL to 1BT
Anthoscopus minutus,Anthoscopus minutus,1BL to 1BT
Anthoscopus musculus,Anthoscopus musculus,1BL to 1BT
Anthoscopus parvulus,Anthoscopus parvulus,1BL to 1BT
Anthoscopus punctifrons,Anthoscopus punctifrons,1BL to 1BT
Anthoscopus sylviella,Anthoscopus caroli,Many BL to 1BT
Anthracoceros albirostris,Anthracoceros albirostris,1BL to 1BT
Anthracoceros coronatus,Anthracoceros coronatus,1BL to 1BT
Anthracoceros malayanus,Anthracoceros malayanus,1BL to 1BT
Anthracoceros marchei,Anthracoceros marchei,1BL to 1BT
Anthracoceros montani,Anthracoceros montani,1BL to 1BT
Anthracothorax aurulentus,Anthracothorax dominicus,Many BL to 1BT
Anthracothorax dominicus,Anthracothorax dominicus,Many BL to 1BT
Anthracothorax mango,Anthracothorax mango,1BL to 1BT
Anthracothorax nigricollis,Anthracothorax nigricollis,1BL to 1BT
Anthracothorax prevostii,Anthracothorax prevostii,1BL to 1BT
Anthracothorax veraguensis,Anthracothorax veraguensis,1BL to 1BT
Anthracothorax viridigula,Anthracothorax viridigula,1BL to 1BT
Anthracothorax viridis,Anthracothorax viridis,1BL to 1BT
Anthreptes anchietae,Anthreptes anchietae,1BL to 1BT
Anthreptes aurantius,Anthreptes aurantium,1BL to 1BT
Anthreptes gabonicus,Anthreptes gabonicus,1BL to 1BT
Anthreptes griseigularis,Anthreptes malacensis,Many BL to 1BT
Anthreptes longuemarei,Anthreptes longuemarei,1BL to 1BT
Anthreptes malacensis,Anthreptes malacensis,Many BL to 1BT
Anthreptes neglectus,Anthreptes neglectus,1BL to 1BT
Anthreptes orientalis,Anthreptes orientalis,1BL to 1BT
Anthreptes rectirostris,Anthreptes rectirostris,Many BL to 1BT
Anthreptes reichenowi,Anthreptes reichenowi,1BL to 1BT
Anthreptes rhodolaemus,Anthreptes rhodolaemus,1BL to 1BT
Anthreptes rubritorques,Anthreptes rubritorques,1BL to 1BT
Anthreptes seimundi,Nectarinia seimundi,1BL to 1BT
Anthreptes simplex,Anthreptes simplex,1BL to 1BT
Anthreptes tephrolaemus,Anthreptes rectirostris,Many BL to 1BT
Anthropoides paradiseus,Grus paradisea,1BL to 1BT
Anthropoides virgo,Grus virgo,1BL to 1BT
Anthus antarcticus,Anthus antarcticus,1BL to 1BT
Anthus berthelotii,Anthus berthelotii,1BL to 1BT
Anthus bogotensis,Anthus bogotensis,1BL to 1BT
Anthus brachyurus,Anthus brachyurus,1BL to 1BT
Anthus caffer,Anthus caffer,1BL to 1BT
Anthus campestris,Anthus campestris,1BL to 1BT
Anthus cervinus,Anthus cervinus,1BL to 1BT
Anthus chacoensis,Anthus chacoensis,1BL to 1BT
Anthus cinnamomeus,Anthus richardi,Many BL to 1BT
Anthus correndera,Anthus correndera,1BL to 1BT
Anthus crenatus,Anthus crenatus,1BL to 1BT
Anthus furcatus,Anthus furcatus,1BL to 1BT
Anthus godlewskii,Anthus godlewskii,1BL to 1BT
Anthus gustavi,Anthus gustavi,1BL to 1BT
Anthus gutturalis,Anthus gutturalis,1BL to 1BT
Anthus hellmayri,Anthus hellmayri,1BL to 1BT
Anthus hodgsoni,Anthus hodgsoni,1BL to 1BT
Anthus hoeschi,Anthus hoeschi,1BL to 1BT
Anthus leucophrys,Anthus leucophrys,1BL to 1BT
Anthus lineiventris,Anthus lineiventris,1BL to 1BT
Anthus lutescens,Anthus lutescens,Many BL to 1BT
Anthus melindae,Anthus melindae,1BL to 1BT
Anthus nattereri,Anthus nattereri,1BL to 1BT
Anthus nilghiriensis,Anthus nilghiriensis,1BL to 1BT
Anthus novaeseelandiae,Anthus novaeseelandiae,1BL to 1BT
Anthus nyassae,Anthus similis,Many BL to 1BT
Anthus pallidiventris,Anthus pallidiventris,1BL to 1BT
Anthus peruvianus,Anthus lutescens,Many BL to 1BT
Anthus petrosus,Anthus petrosus,1BL to 1BT
Anthus pratensis,Anthus pratensis,1BL to 1BT
Anthus richardi,Anthus richardi,Many BL to 1BT
Anthus roseatus,Anthus roseatus,1BL to 1BT
Anthus rubescens,Anthus rubescens,1BL to 1BT
Anthus rufulus,Anthus rufulus,1BL to 1BT
Anthus similis,Anthus similis,Many BL to 1BT
Anthus sokokensis,Anthus sokokensis,1BL to 1BT
Anthus spinoletta,Anthus spinoletta,1BL to 1BT
Anthus spragueii,Anthus spragueii,1BL to 1BT
Anthus sylvanus,Anthus sylvanus,1BL to 1BT
Anthus trivialis,Anthus trivialis,1BL to 1BT
Anthus vaalensis,Anthus vaalensis,1BL to 1BT
Antigone antigone,Grus antigone,1BL to 1BT
Antigone canadensis,Grus canadensis,1BL to 1BT
Antigone rubicunda,Grus rubicunda,1BL to 1BT
Antigone vipio,Grus vipio,1BL to 1BT
Antilophia bokermanni,Antilophia bokermanni,1BL to 1BT
Antilophia galeata,Antilophia galeata,1BL to 1BT
Antrostomus arizonae,Caprimulgus vociferus,Many BL to 1BT
Antrostomus badius,Caprimulgus badius,1BL to 1BT
Antrostomus carolinensis,Caprimulgus carolinensis,1BL to 1BT
Antrostomus cubanensis,Caprimulgus cubanensis,1BL to 1BT
Antrostomus ekmani,Caprimulgus ekmani,1BL to 1BT
Antrostomus noctitherus,Caprimulgus noctitherus,1BL to 1BT
Antrostomus ridgwayi,Caprimulgus ridgwayi,1BL to 1BT
Antrostomus rufus,Caprimulgus rufus,1BL to 1BT
Antrostomus salvini,Caprimulgus salvini,1BL to 1BT
Antrostomus saturatus,Caprimulgus saturatus,1BL to 1BT
Antrostomus sericocaudatus,Caprimulgus sericocaudatus,1BL to 1BT
Antrostomus vociferus,Caprimulgus vociferus,Many BL to 1BT
Anumara forbesi,Curaeus forbesi,1BL to 1BT
Anumbius annumbi,Anumbius annumbi,1BL to 1BT
Anurophasis monorthonyx,Anurophasis monorthonyx,1BL to 1BT
Apalharpactes mackloti,Apalharpactes mackloti,1BL to 1BT
Apalharpactes reinwardtii,Apalharpactes reinwardtii,1BL to 1BT
Apalis alticola,Apalis alticola,1BL to 1BT
Apalis argentea,Apalis argentea,1BL to 1BT
Apalis bamendae,Apalis bamendae,1BL to 1BT
Apalis binotata,Apalis binotata,1BL to 1BT
Apalis chapini,Apalis chapini,1BL to 1BT
Apalis chariessa,Apalis chariessa,1BL to 1BT
Apalis chirindensis,Apalis chirindensis,1BL to 1BT
Apalis cinerea,Apalis cinerea,1BL to 1BT
Apalis flavida,Apalis flavida,Many BL to 1BT
Apalis flavigularis,Apalis flavigularis,1BL to 1BT
Apalis flavocincta,Apalis flavida,Many BL to 1BT
Apalis fuscigularis,Apalis fuscigularis,1BL to 1BT
Apalis goslingi,Apalis goslingi,1BL to 1BT
Apalis jacksoni,Apalis jacksoni,1BL to 1BT
Apalis kaboboensis,Apalis porphyrolaema,Many BL to 1BT
Apalis karamojae,Apalis karamojae,1BL to 1BT
Apalis lynesi,Apalis lynesi,1BL to 1BT
Apalis melanocephala,Apalis melanocephala,1BL to 1BT
Apalis nigriceps,Apalis nigriceps,1BL to 1BT
Apalis personata,Apalis personata,1BL to 1BT
Apalis porphyrolaema,Apalis porphyrolaema,Many BL to 1BT
Apalis ruddi,Apalis ruddi,1BL to 1BT
Apalis rufogularis,Apalis rufogularis,1BL to 1BT
Apalis sharpii,Apalis sharpii,1BL to 1BT
Apalis thoracica,Apalis thoracica,1BL to 1BT
Apaloderma aequatoriale,Apaloderma aequatoriale,1BL to 1BT
Apaloderma narina,Apaloderma narina,1BL to 1BT
Apaloderma vittatum,Apaloderma vittatum,1BL to 1BT
Apalopteron familiare,Apalopteron familiare,1BL to 1BT
Aphanapteryx bonasia,NA ,Extinct
Aphanotriccus audax,Aphanotriccus audax,1BL to 1BT
Aphanotriccus capitalis,Aphanotriccus capitalis,1BL to 1BT
Aphantochroa cirrochloris,Aphantochroa cirrochloris,1BL to 1BT
Aphelocephala leucopsis,Aphelocephala leucopsis,1BL to 1BT
Aphelocephala nigricincta,Aphelocephala nigricincta,1BL to 1BT
Aphelocephala pectoralis,Aphelocephala pectoralis,1BL to 1BT
Aphelocoma coerulescens,Aphelocoma coerulescens,1BL to 1BT
Aphelocoma ultramarina,Aphelocoma ultramarina,Many BL to 1BT
Aphelocoma unicolor,Aphelocoma unicolor,1BL to 1BT
Aphelocoma wollweberi,Aphelocoma ultramarina,Many BL to 1BT
Aphrastura masafucrae,Aphrastura masafuerae,1BL to 1BT
Aphrastura spinicauda,Aphrastura spinicauda,1BL to 1BT
Aphrodroma brevirostris,Lugensa brevirostris,1BL to 1BT
Aplonis atrifusca,Aplonis atrifusca,1BL to 1BT
Aplonis brunneicapillus,Aplonis brunneicapillus,1BL to 1BT
Aplonis cantoroides,Aplonis cantoroides,1BL to 1BT
Aplonis cinerascens,Aplonis cinerascens,1BL to 1BT
Aplonis circumscripta,Aplonis metallica,Many BL to 1BT
Aplonis corvina,NA ,Extinct
Aplonis crassa,Aplonis crassa,1BL to 1BT
Aplonis dichroa,Aplonis dichroa,1BL to 1BT
Aplonis feadensis,Aplonis feadensis,1BL to 1BT
Aplonis fusca,NA ,Extinct
Aplonis grandis,Aplonis grandis,1BL to 1BT
Aplonis insularis,Aplonis insularis,1BL to 1BT
Aplonis magna,Aplonis magna,1BL to 1BT
Aplonis mavornata,NA ,Extinct
Aplonis metallica,Aplonis metallica,Many BL to 1BT
Aplonis minor,Aplonis minor,1BL to 1BT
Aplonis mysolensis,Aplonis mysolensis,1BL to 1BT
Aplonis mystacea,Aplonis mystacea,1BL to 1BT
Aplonis opaca,Aplonis opaca,1BL to 1BT
Aplonis panayensis,Aplonis panayensis,1BL to 1BT
Aplonis pelzelni,Aplonis pelzelni,1BL to 1BT
Aplonis santovestris,Aplonis santovestris,1BL to 1BT
Aplonis striata,Aplonis striata,1BL to 1BT
Aplonis tabuensis,Aplonis tabuensis,1BL to 1BT
Aplonis ulietensis,NA ,Extinct
Aplonis zelandica,Aplonis zelandica,1BL to 1BT
Aplopelia larvata,Aplopelia larvata,1BL to 1BT
Aprositornis disjuncta,Myrmeciza disjuncta,1BL to 1BT
Aprosmictus erythropterus,Aprosmictus erythropterus,1BL to 1BT
Aprosmictus jonquillaceus,Aprosmictus jonquillaceus,1BL to 1BT
Aptenodytes forsteri,Aptenodytes forsteri,1BL to 1BT
Aptenodytes patagonicus,Aptenodytes patagonicus,1BL to 1BT
Apteryx australis,Apteryx australis,Many BL to 1BT
Apteryx haastii,Apteryx haastii,1BL to 1BT
Apteryx mantelli,Apteryx mantelli,1BL to 1BT
Apteryx owenii,Apteryx owenii,1BL to 1BT
Apteryx rowi,Apteryx australis,Many BL to 1BT
Apus acuticauda,Apus acuticauda,1BL to 1BT
Apus affinis,Apus affinis,1BL to 1BT
Apus alexandri,Apus alexandri,1BL to 1BT
Apus apus,Apus apus,1BL to 1BT
Apus balstoni,Apus balstoni,1BL to 1BT
Apus barbatus,Apus barbatus,1BL to 1BT
Apus batesi,Apus batesi,1BL to 1BT
Apus berliozi,Apus berliozi,1BL to 1BT
Apus bradfieldi,Apus bradfieldi,1BL to 1BT
Apus caffer,Apus caffer,1BL to 1BT
Apus niansae,Apus niansae,1BL to 1BT
Apus nipalensis,Apus nipalensis,1BL to 1BT
Apus pacificus,Apus pacificus,1BL to 1BT
Apus pallidus,Apus pallidus,1BL to 1BT
Apus sladeniae,Apus sladeniae,1BL to 1BT
Apus unicolor,Apus unicolor,1BL to 1BT
Aquila adalberti,Aquila adalberti,1BL to 1BT
Aquila africana,Aquila africanus,1BL to 1BT
Aquila audax,Aquila audax,1BL to 1BT
Aquila chrysaetos,Aquila chrysaetos,1BL to 1BT
Aquila fasciata,Aquila fasciatus,1BL to 1BT
Aquila gurneyi,Aquila gurneyi,1BL to 1BT
Aquila heliaca,Aquila heliaca,1BL to 1BT
Aquila nipalensis,Aquila nipalensis,1BL to 1BT
Aquila rapax,Aquila rapax,1BL to 1BT
Aquila spilogaster,Hieraaetus spilogaster,1BL to 1BT
Aquila verreauxii,Aquila verreauxii,1BL to 1BT
Ara ambiguus,Ara ambiguus,1BL to 1BT
Ara ararauna,Ara ararauna,1BL to 1BT
Ara chloropterus,Ara chloropterus,1BL to 1BT
Ara glaucogularis,Ara glaucogularis,1BL to 1BT
Ara macao,Ara macao,1BL to 1BT
Ara militaris,Ara militaris,1BL to 1BT
Ara rubrogenys,Ara rubrogenys,1BL to 1BT
Ara severus,Ara severus,1BL to 1BT
Ara tricolor,NA ,Extinct
Arachnothera chrysogenys,Arachnothera chrysogenys,1BL to 1BT
Arachnothera clarae,Arachnothera clarae,1BL to 1BT
Arachnothera crassirostris,Arachnothera crassirostris,1BL to 1BT
Arachnothera dilutior,Arachnothera longirostra,Many BL to 1BT
Arachnothera flammifera,Arachnothera longirostra,Many BL to 1BT
Arachnothera flavigaster,Arachnothera flavigaster,1BL to 1BT
Arachnothera juliae,Arachnothera juliae,1BL to 1BT
Arachnothera longirostra,Arachnothera longirostra,Many BL to 1BT
Arachnothera magna,Arachnothera magna,1BL to 1BT
Arachnothera modesta,Arachnothera affinis,1BL to 1BT
Arachnothera robusta,Arachnothera robusta,1BL to 1BT
Aramides albiventris,Aramides cajanea,Many BL to 1BT
Aramides axillaris,Aramides axillaris,1BL to 1BT
Aramides cajaneus,Aramides cajanea,Many BL to 1BT
Aramides calopterus,Aramides calopterus,1BL to 1BT
Aramides mangle,Aramides mangle,1BL to 1BT
Aramides saracura,Aramides saracura,1BL to 1BT
Aramides wolfi,Aramides wolfi,1BL to 1BT
Aramides ypecaha,Aramides ypecaha,1BL to 1BT
Aramidopsis plateni,Aramidopsis plateni,1BL to 1BT
Aramus guarauna,Aramus guarauna,1BL to 1BT
Aratinga auricapillus,Aratinga auricapillus,1BL to 1BT
Aratinga jandaya,Aratinga jandaya,1BL to 1BT
Aratinga maculata,Aratinga solstitialis,Many BL to 1BT
Aratinga nenday,Nandayus nenday,1BL to 1BT
Aratinga solstitialis,Aratinga solstitialis,Many BL to 1BT
Aratinga weddellii,Aratinga weddellii,1BL to 1BT
Arborophila ardens,Arborophila ardens,1BL to 1BT
Arborophila atrogularis,Arborophila atrogularis,1BL to 1BT
Arborophila brunneopectus,Arborophila brunneopectus,1BL to 1BT
Arborophila cambodiana,Arborophila cambodiana,1BL to 1BT
Arborophila campbelli,Arborophila campbelli,1BL to 1BT
Arborophila charltonii,Arborophila charltonii,Many BL to 1BT
Arborophila chloropus,Arborophila chloropus,1BL to 1BT
Arborophila crudigularis,Arborophila crudigularis,1BL to 1BT
Arborophila davidi,Arborophila davidi,1BL to 1BT
Arborophila gingica,Arborophila gingica,1BL to 1BT
Arborophila graydoni,Arborophila charltonii,Many BL to 1BT
Arborophila hyperythra,Arborophila hyperythra,1BL to 1BT
Arborophila javanica,Arborophila javanica,1BL to 1BT
Arborophila mandellii,Arborophila mandellii,1BL to 1BT
Arborophila orientalis,Arborophila orientalis,1BL to 1BT
Arborophila rolli,Arborophila rolli,1BL to 1BT
Arborophila rubrirostris,Arborophila rubrirostris,1BL to 1BT
Arborophila rufipectus,Arborophila rufipectus,1BL to 1BT
Arborophila rufogularis,Arborophila rufogularis,1BL to 1BT
Arborophila sumatrana,Arborophila sumatrana,1BL to 1BT
Arborophila tonkinensis,Arborophila charltonii,Many BL to 1BT
Arborophila torqueola,Arborophila torqueola,1BL to 1BT
Arcanator orostruthus,Modulatrix orostruthus,1BL to 1BT
Archboldia papuensis,Archboldia papuensis,1BL to 1BT
Archilochus alexandri,Archilochus alexandri,1BL to 1BT
Archilochus colubris,Archilochus colubris,1BL to 1BT
Ardea alba,Casmerodius albus,1BL to 1BT
Ardea brachyrhyncha,Mesophoyx intermedia,Many BL to 1BT
Ardea cinerea,Ardea cinerea,1BL to 1BT
Ardea cocoi,Ardea cocoi,1BL to 1BT
Ardea goliath,Ardea goliath,1BL to 1BT
Ardea herodias,Ardea herodias,Many BL to 1BT
